No,gene,Heart_assoc_HPOs,Heart_HP_Count,pvalue_Heart_more,pvalue_Heart_less
1004,RNU4ATAC,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
1005,RNU7-1,"HP:0001627, HP:0001711, HP:0001713",3,,
1006,ROBO4,"HP:0001627, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0005120, HP:0011994",8,0.031202794,
1007,ROR2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",16,,
1008,RPGR,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,0.006717745
1009,RPGRIP1,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1010,RPGRIP1L,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1011,RPL10,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.000226326,
1012,RPL11,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001684, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",13,3.77977E-07,
1013,RPL15,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,4.87288E-06,
1014,RPL18,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,1.67492E-07,
1015,RPL26,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",11,2.49205E-06,
1016,RPL27,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,7.86666E-08,
1017,RPL31,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,2.85567E-06,
1018,RPL35,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.001191375,
1019,RPL35A,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,1.95296E-07,
1020,RPL3L,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011623, HP:0011994, HP:0025580",11,9.60805E-06,
1021,RPL5,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0001734, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",15,6.46799E-07,
1022,RPS10,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,3.25018E-05,
1023,RPS15A,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,8.55071E-05,
1024,RPS17,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
1025,RPS19,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,1.78265E-05,
1026,RPS20,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994, HP:0100571",9,1.32176E-06,
1027,RPS24,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,9.72718E-06,
1028,RPS26,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,8.20727E-09,
1029,RPS27,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.000201118,
1030,RPS28,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,8.32496E-06,
1031,RPS29,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,4.83756E-06,
1032,RPS6KA3,"HP:0001627, HP:0001646, HP:0001654, HP:0001702, HP:0001799, HP:0006705",6,,
1033,RPS7,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,5.86452E-07,
1034,RRAS,"HP:0001627, HP:0001641, HP:0001654",3,0.000116457,
1035,RRAS2,"HP:0001627, HP:0001629, HP:0001636, HP:0001641, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0010438, HP:0011545, HP:0011563",11,,
1036,RREB1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011668, HP:0011994",18,,
1037,RRM2B,"HP:0001627, HP:0001711, HP:0001713",3,,
1038,RSPH1,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
1039,RSPH3,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
1040,RSPH4A,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
1041,RSPH9,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
1042,RSPO2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1043,RSPRY1,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
1044,RTL1,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
1045,RYR1,"HP:0001627, HP:0001629, HP:0001654, HP:0001671, HP:0001681, HP:0001711, HP:0001713, HP:0006705, HP:0010438",9,,
1046,RYR2,"HP:0001627, HP:0001713",2,5.38669E-05,
1047,SAA1,HP:0001627,1,,
1048,SACS,"HP:0001627, HP:0001633, HP:0001654, HP:0006705",4,,
1049,SALL1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",14,,
1050,SALL4,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,0.03586078
1051,SAMHD1,HP:0001627,1,,
1052,SARDH,HP:0001627,1,,
1053,SATB1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1054,SATB2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1055,SBDS,HP:0001627,1,0.001874731,
1056,SCARB2,HP:0001627,1,,
1057,SCN1B,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0025579",7,,
1058,SCN2A,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1059,SCN5A,"HP:0001627, HP:0001711, HP:0001713, HP:0005120, HP:0025579, HP:0030681, HP:0031192",7,0.003690022,
1060,SCO1,"HP:0001627, HP:0001711, HP:0001713",3,,
1061,SCO2,HP:0001627,1,,
1062,SCUBE3,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,0.04563585,
1063,SDHA,"HP:0001627, HP:0001629, HP:0001671, HP:0001711, HP:0001713, HP:0010438, HP:0030681, HP:0031192",8,,
1064,SDHAF1,"HP:0001627, HP:0001711, HP:0001713",3,0.005975552,
1065,SDHB,"HP:0001627, HP:0001711, HP:0001713",3,0.008861867,
1066,SDHD,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0001711, HP:0001713, HP:0005120, HP:0011994, HP:0030681, HP:0031192",10,,
1067,SEC24C,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011664, HP:0011994",18,0.00492138,
1068,SEC31A,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0011682",6,,
1069,SELENON,"HP:0001627, HP:0001654, HP:0001707, HP:0001713, HP:0001724, HP:0006705",6,,
1070,SEMA3E,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001684, HP:0001702, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994, HP:0030732",20,,
1071,SEMA4A,"HP:0001627, HP:0001713, HP:0100571",3,,
1072,SERPINE1,HP:0001627,1,,
1073,SETBP1,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.029191396
1074,SETD1A,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
1075,SETD2,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,0.002051174
1076,SETD5,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.023809293
1077,SF3B4,"HP:0001627, HP:0001629, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0010438, HP:0011545, HP:0011563",9,0.000427748,
1078,SFTPB,"HP:0001627, HP:0001707, HP:0001713",3,,
1079,SGCA,HP:0001627,1,6.97192E-07,
1080,SGCB,HP:0001627,1,0.001075443,
1081,SGCD,"HP:0001627, HP:0001713",2,,
1082,SGCG,"HP:0001627, HP:0001707, HP:0001713",3,0.007431291,
1083,SGO1,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
1084,SGSH,HP:0001627,1,,
1085,SH2B1,"HP:0001627, HP:0001631, HP:0001646, HP:0001651, HP:0001654, HP:0001671, HP:0005120, HP:0011994",8,,
1086,SH3PXD2B,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001655, HP:0001671, HP:0001684, HP:0001710, HP:0001713, HP:0001719, HP:0001783, HP:0001797, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",19,,
1087,SHANK3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1088,SHH,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,,0.049389304
1089,SHMT2,"HP:0001627, HP:0001631, HP:0001671, HP:0001684, HP:0005120, HP:0011994",6,0.002356644,
1090,SHOC2,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
1091,SIAH1,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1092,SIK1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1093,SIK3,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.000780403
1094,SIN3A,HP:0001627,1,,
1095,SIX3,"HP:0001627, HP:0001636, HP:0001710, HP:0001713, HP:0001750, HP:0011545, HP:0011563",7,,
1096,SIX6,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1097,SKI,"HP:0001627, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0001740, HP:0001767, HP:0006705, HP:0011545, HP:0011563",11,0.000657781,
1098,SKIV2L,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",15,,
1099,SLC12A2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1100,SLC12A3,HP:0001627,1,,
1101,SLC17A5,HP:0001627,1,,
1102,SLC19A2,"HP:0001627, HP:0001629, HP:0001631, HP:0001651, HP:0001671, HP:0001696, HP:0001713, HP:0005120, HP:0010438, HP:0011534, HP:0011994",11,,0.001226418
1103,SLC19A3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1104,SLC1A3,HP:0001627,1,,
1105,SLC22A5,"HP:0001627, HP:0001706",2,,
1106,SLC25A20,"HP:0001627, HP:0001713",2,,
1107,SLC25A22,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1108,SLC25A24,"HP:0001627, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001711, HP:0001713, HP:0005120, HP:0011994",10,,
1109,SLC25A3,HP:0001627,1,1.02977E-05,
1110,SLC25A4,"HP:0001627, HP:0001711, HP:0001713",3,6.10696E-06,
1111,SLC29A3,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001671, HP:0001704, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011994",11,,0.034526862
1112,SLC2A10,"HP:0001627, HP:0001713",2,0.047542017,
1113,SLC30A10,HP:0001627,1,,
1114,SLC34A2,"HP:0001627, HP:0001654, HP:0001769, HP:0006705",4,,
1115,SLC35A2,"HP:0001627, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",9,0.043410263,
1116,SLC37A4,"HP:0001627, HP:0001629, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0010438, HP:0011545, HP:0011563",9,,
1117,SLC40A1,HP:0001627,1,,
1118,SLC4A1,HP:0001627,1,,
1119,SLC6A6,"HP:0001627, HP:0001654, HP:0001712, HP:0006705",4,,
1120,SLC7A7,HP:0001627,1,,
1121,SLX4,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,,
1122,SMAD2,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
1123,SMAD3,"HP:0001627, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001711, HP:0001713, HP:0001779, HP:0005120, HP:0006705, HP:0011994",12,,
1124,SMAD4,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001649, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011994",13,,
1125,SMAD6,"HP:0001627, HP:0001646, HP:0001647, HP:0001654, HP:0001711, HP:0001713, HP:0001961, HP:0004383, HP:0011103, HP:0045017",10,0.001190407,
1126,SMARCA2,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1127,SMARCA4,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,0.005294293
1128,SMARCB1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
1129,SMARCC2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
1130,SMARCD1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
1131,SMARCE1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,0.022551703,
1132,SMC1A,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.011050964,
1133,SMC3,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",11,,
1134,SMG8,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011642, HP:0011994, HP:0031298",11,0.009287215,
1135,SMG9,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1136,SMN1,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,0.017792878
1137,SMO,HP:0001627,1,,
1138,SMPD1,"HP:0001627, HP:0001654",2,,
1139,SNIP1,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
1140,SNRPB,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.011561065,
1141,SNRPN,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
1142,SNX10,"HP:0001627, HP:0001641, HP:0001654",3,,
1143,SNX14,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1144,SON,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
1145,SOS 1,"HP:0001627, HP:0001629, HP:0001631, HP:0001641, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",10,,
1146,SOS 2,"HP:0001627, HP:0001629, HP:0001641, HP:0001654, HP:0001671, HP:0001713, HP:0010438",7,,
1147,SOX11,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
1148,SOX2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1149,SOX4,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
1150,SOX6,HP:0001627,1,,
1151,SOX9,HP:0001627,1,,
1152,SP110,"HP:0001627, HP:0006685",2,,
1153,SPAG1,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
1154,SPATA5,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.045911355
1155,SPECC1L,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,0.035241043
1156,SPEF2,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
1157,SPEG,"HP:0001627, HP:0001654, HP:0001711, HP:0001713",4,0.025586199,
1158,SPEN,"HP:0001627, HP:0001629, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0010438, HP:0011545, HP:0011563",10,,
1159,SPOP,"HP:0001627, HP:0001961, HP:0004383, HP:0045017",4,,
1160,SPP1,HP:0001627,1,,
1161,SPRED1,"HP:0001627, HP:0001654, HP:0001772, HP:0006705",4,,
1162,SPRED2,"HP:0001627, HP:0001641, HP:0001654",3,,
1163,SPTA1,HP:0001627,1,,
1164,SPTB,HP:0001627,1,,
1165,SPTBN1,"HP:0001627, HP:0001629, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0010438",8,0.00412266,
1166,SRCAP,"HP:0001627, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011599, HP:0011994",10,,
1167,SREBF1,"HP:0001627, HP:0001707, HP:0001713",3,,
1168,SRP54,HP:0001627,1,,
1169,SRY,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
1170,STAG2,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0001961, HP:0004383, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994, HP:0045017",17,,
1171,STAMBP,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001707, HP:0001713, HP:0005120, HP:0010438, HP:0011994",10,,
1172,STAR,HP:0001627,1,0.010938045,
1173,STAT1,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
1174,STAT2,HP:0001627,1,,0.040562134
1175,STAT3,HP:0001627,1,,
1176,STAT4,HP:0001627,1,,
1177,STIL,HP:0001627,1,,
1178,STK36,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
1179,STK4,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1180,STRA6,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0001750, HP:0005120, HP:0005156, HP:0010438, HP:0011545, HP:0011563, HP:0011994, HP:0025579",15,,
1181,STRADA,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1182,STX1A,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001684, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
1183,SUCLG1,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,0.000623139,
1184,SUFU,"HP:0001627, HP:0001636, HP:0001651, HP:0001696, HP:0001710, HP:0011534, HP:0011545, HP:0011563",8,,0.009734847
1185,SUPT16H,"HP:0001627, HP:0001671, HP:0006695",3,,
1186,SURF1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1187,SVBP,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0011623",6,,
1188,SVIL,"HP:0001627, HP:0001711, HP:0001713",3,0.009861402,
1189,SYNE1,"HP:0001627, HP:0001671, HP:0001713, HP:0010438",4,,
1190,SYNE2,HP:0001627,1,,
1191,SYT1,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1192,SYT2,"HP:0001627, HP:0001711, HP:0001713, HP:0011103",4,,
1193,TAB2,"HP:0001627, HP:0001629, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001660, HP:0001671, HP:0001686, HP:0001710, HP:0001711, HP:0001713, HP:0001771, HP:0006705, HP:0010438, HP:0011103, HP:0011545, HP:0011563",18,,
1194,TACO1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.019523652,
1195,TAF1A,HP:0001627,1,,
1196,TAF2,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,0.000768633
1197,TAFAZZIN,"HP:0001627, HP:0001706",2,,
1198,TALDO1,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,0.013543501,
1199,TANGO2,HP:0001627,1,,
1200,TAOK1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1201,TAPT1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.042229903
1202,TARS1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1203,TASP1,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,0.010128077
1204,TBC1D24,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",13,,
1205,TBCK,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.026048721
1206,TBL2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0001790, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
1207,TBX1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001654, HP:0001669, HP:0001671, HP:0001674, HP:0001702, HP:0001710, HP:0001713, HP:0001719, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011662, HP:0011665, HP:0011723, HP:0011994, HP:0045017",27,,
1208,TBX2,"HP:0001627, HP:0001631, HP:0001671, HP:0001710, HP:0001719, HP:0005120, HP:0011545, HP:0011563, HP:0011723, HP:0011994",10,,
1209,TBX20,"HP:0001627, HP:0001631, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001707, HP:0001713, HP:0001787, HP:0005120, HP:0006705, HP:0011994, HP:0025580",13,1.05748E-07,
1210,TBX22,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1211,TBX3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1212,TBX4,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
1213,TBX5,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001684, HP:0001713, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0010438, HP:0011994, HP:0045017",13,4.32874E-06,
1214,TCAP,"HP:0001627, HP:0001711, HP:0001713",3,0.000644503,
1215,TCIRG1,"HP:0001627, HP:0001629, HP:0001641, HP:0001654, HP:0001671, HP:0001713, HP:0010438",7,,
1216,TCOF1,HP:0001627,1,,
1217,TCTN1,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1218,TCTN2,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
1219,TCTN3,"HP:0001627, HP:0001629, HP:0001651, HP:0001671, HP:0001696, HP:0001713, HP:0010438, HP:0011534",8,,
1220,TDGF1,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,,
1221,TERT,HP:0001627,1,,
1222,TET3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.022535331
1223,TFAP2B,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
1224,TFR2,HP:0001627,1,,
1225,TGDS,"HP:0001627, HP:0001629, HP:0001631, HP:0001651, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
1226,TGFB1,"HP:0001627, HP:0001707, HP:0001713",3,,
1227,TGFB2,"HP:0001627, HP:0001646, HP:0001647, HP:0001654, HP:0001757, HP:0006705",6,,
