gene_short_name,Heart_assoc_HPOs,Heart_HP_Count,pvalue_Heart_more,pvalue_Heart_less
RPS29,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,4.83756E-06,
RPS6KA3,"HP:0001627, HP:0001646, HP:0001654, HP:0001702, HP:0001799, HP:0006705",6,,
RPS7,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,5.86452E-07,
RRAS,"HP:0001627, HP:0001641, HP:0001654",3,0.000116457,
RRAS2,"HP:0001627, HP:0001629, HP:0001636, HP:0001641, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0010438, HP:0011545, HP:0011563",11,,
RREB1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011668, HP:0011994",18,,
RRM2B,"HP:0001627, HP:0001711, HP:0001713",3,,
RSPH1,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
RSPH3,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
RSPH4A,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
RSPH9,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
RSPO2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
RSPRY1,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
RTL1,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
RYR1,"HP:0001627, HP:0001629, HP:0001654, HP:0001671, HP:0001681, HP:0001711, HP:0001713, HP:0006705, HP:0010438",9,,
RYR2,"HP:0001627, HP:0001713",2,5.38669E-05,
SAA1,HP:0001627,1,,
SACS,"HP:0001627, HP:0001633, HP:0001654, HP:0006705",4,,
SALL1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",14,,
SALL4,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,0.03586078
SAMHD1,HP:0001627,1,,
SARDH,HP:0001627,1,,
SATB1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SATB2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SBDS,HP:0001627,1,0.001874731,
SCARB2,HP:0001627,1,,
SCN1B,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0025579",7,,
SCN2A,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SCN5A,"HP:0001627, HP:0001711, HP:0001713, HP:0005120, HP:0025579, HP:0030681, HP:0031192",7,0.003690022,
SCO1,"HP:0001627, HP:0001711, HP:0001713",3,,
SCO2,HP:0001627,1,,
SCUBE3,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,0.04563585,
SDHA,"HP:0001627, HP:0001629, HP:0001671, HP:0001711, HP:0001713, HP:0010438, HP:0030681, HP:0031192",8,,
SDHAF1,"HP:0001627, HP:0001711, HP:0001713",3,0.005975552,
SDHB,"HP:0001627, HP:0001711, HP:0001713",3,0.008861867,
SDHD,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0001711, HP:0001713, HP:0005120, HP:0011994, HP:0030681, HP:0031192",10,,
SEC24C,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011664, HP:0011994",18,0.00492138,
SEC31A,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0011682",6,,
SELENON,"HP:0001627, HP:0001654, HP:0001707, HP:0001713, HP:0001724, HP:0006705",6,,
SEMA3E,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001684, HP:0001702, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994, HP:0030732",20,,
SEMA4A,"HP:0001627, HP:0001713, HP:0100571",3,,
SERPINE1,HP:0001627,1,,
SETBP1,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.029191396
SETD1A,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
SETD2,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,0.002051174
SETD5,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.023809293
SF3B4,"HP:0001627, HP:0001629, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0010438, HP:0011545, HP:0011563",9,0.000427748,
SFTPB,"HP:0001627, HP:0001707, HP:0001713",3,,
SGCA,HP:0001627,1,6.97192E-07,
SGCB,HP:0001627,1,0.001075443,
SGCD,"HP:0001627, HP:0001713",2,,
SGCG,"HP:0001627, HP:0001707, HP:0001713",3,0.007431291,
SGO1,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
SGSH,HP:0001627,1,,
SH2B1,"HP:0001627, HP:0001631, HP:0001646, HP:0001651, HP:0001654, HP:0001671, HP:0005120, HP:0011994",8,,
SH3PXD2B,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001655, HP:0001671, HP:0001684, HP:0001710, HP:0001713, HP:0001719, HP:0001783, HP:0001797, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",19,,
SHANK3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SHH,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,,0.049389304
SHMT2,"HP:0001627, HP:0001631, HP:0001671, HP:0001684, HP:0005120, HP:0011994",6,0.002356644,
SHOC2,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
SIAH1,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
SIK1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SIK3,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.000780403
SIN3A,HP:0001627,1,,
SIX3,"HP:0001627, HP:0001636, HP:0001710, HP:0001713, HP:0001750, HP:0011545, HP:0011563",7,,
SIX6,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SKI,"HP:0001627, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0001740, HP:0001767, HP:0006705, HP:0011545, HP:0011563",11,0.000657781,
SKIV2L,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",15,,
SLC12A2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SLC12A3,HP:0001627,1,,
SLC17A5,HP:0001627,1,,
SLC19A2,"HP:0001627, HP:0001629, HP:0001631, HP:0001651, HP:0001671, HP:0001696, HP:0001713, HP:0005120, HP:0010438, HP:0011534, HP:0011994",11,,0.001226418
SLC19A3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SLC1A3,HP:0001627,1,,
SLC22A5,"HP:0001627, HP:0001706",2,,
SLC25A20,"HP:0001627, HP:0001713",2,,
SLC25A22,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SLC25A24,"HP:0001627, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001711, HP:0001713, HP:0005120, HP:0011994",10,,
SLC25A3,HP:0001627,1,1.02977E-05,
SLC25A4,"HP:0001627, HP:0001711, HP:0001713",3,6.10696E-06,
SLC29A3,"HP:0001627, HP:0001629, HP:0001631, HP:0001654, HP:0001671, HP:0001704, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011994",11,,0.034526862
SLC2A10,"HP:0001627, HP:0001713",2,0.047542017,
SLC30A10,HP:0001627,1,,
SLC34A2,"HP:0001627, HP:0001654, HP:0001769, HP:0006705",4,,
SLC35A2,"HP:0001627, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",9,0.043410263,
SLC37A4,"HP:0001627, HP:0001629, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0010438, HP:0011545, HP:0011563",9,,
SLC40A1,HP:0001627,1,,
SLC4A1,HP:0001627,1,,
SLC6A6,"HP:0001627, HP:0001654, HP:0001712, HP:0006705",4,,
SLC7A7,HP:0001627,1,,
SLX4,"HP:0001627, HP:0001631, HP:0001636, HP:0001646, HP:0001654, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011994",11,,
SMAD2,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
SMAD3,"HP:0001627, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001711, HP:0001713, HP:0001779, HP:0005120, HP:0006705, HP:0011994",12,,
SMAD4,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001649, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011994",13,,
SMAD6,"HP:0001627, HP:0001646, HP:0001647, HP:0001654, HP:0001711, HP:0001713, HP:0001961, HP:0004383, HP:0011103, HP:0045017",10,0.001190407,
SMARCA2,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
SMARCA4,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,0.005294293
SMARCB1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
SMARCC2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
SMARCD1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
SMARCE1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,0.022551703,
SMC1A,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.011050964,
SMC3,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",11,,
SMG8,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011642, HP:0011994, HP:0031298",11,0.009287215,
SMG9,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SMN1,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,0.017792878
SMO,HP:0001627,1,,
SMPD1,"HP:0001627, HP:0001654",2,,
SNIP1,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
SNRPB,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,0.011561065,
SNRPN,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
SNX10,"HP:0001627, HP:0001641, HP:0001654",3,,
SNX14,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
SON,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
SOS 1,"HP:0001627, HP:0001629, HP:0001631, HP:0001641, HP:0001654, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",10,,
SOS 2,"HP:0001627, HP:0001629, HP:0001641, HP:0001654, HP:0001671, HP:0001713, HP:0010438",7,,
SOX11,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
SOX2,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SOX4,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,
SOX6,HP:0001627,1,,
SOX9,HP:0001627,1,,
SP110,"HP:0001627, HP:0006685",2,,
SPAG1,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
SPATA5,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,0.045911355
SPECC1L,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011994",12,,0.035241043
SPEF2,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
SPEG,"HP:0001627, HP:0001654, HP:0001711, HP:0001713",4,0.025586199,
SPEN,"HP:0001627, HP:0001629, HP:0001636, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0010438, HP:0011545, HP:0011563",10,,
SPOP,"HP:0001627, HP:0001961, HP:0004383, HP:0045017",4,,
SPP1,HP:0001627,1,,
SPRED1,"HP:0001627, HP:0001654, HP:0001772, HP:0006705",4,,
SPRED2,"HP:0001627, HP:0001641, HP:0001654",3,,
SPTA1,HP:0001627,1,,
SPTB,HP:0001627,1,,
SPTBN1,"HP:0001627, HP:0001629, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0010438",8,0.00412266,
SRCAP,"HP:0001627, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0005120, HP:0011545, HP:0011563, HP:0011599, HP:0011994",10,,
SREBF1,"HP:0001627, HP:0001707, HP:0001713",3,,
SRP54,HP:0001627,1,,
SRY,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,
STAG2,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0001961, HP:0004383, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994, HP:0045017",17,,
STAMBP,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001707, HP:0001713, HP:0005120, HP:0010438, HP:0011994",10,,
STAR,HP:0001627,1,0.010938045,
STAT1,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,,
STAT2,HP:0001627,1,,0.040562134
STAT3,HP:0001627,1,,
STAT4,HP:0001627,1,,
STIL,HP:0001627,1,,
STK36,"HP:0001627, HP:0001651, HP:0001669, HP:0001696, HP:0001710, HP:0001719, HP:0005120, HP:0011534, HP:0011535, HP:0011539, HP:0011545, HP:0011563, HP:0011723",13,,
STK4,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
STRA6,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001671, HP:0001710, HP:0001713, HP:0001750, HP:0005120, HP:0005156, HP:0010438, HP:0011545, HP:0011563, HP:0011994, HP:0025579",15,,
STRADA,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
STX1A,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001684, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
SUCLG1,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0005120, HP:0011994",6,0.000623139,
SUFU,"HP:0001627, HP:0001636, HP:0001651, HP:0001696, HP:0001710, HP:0011534, HP:0011545, HP:0011563",8,,0.009734847
SUPT16H,"HP:0001627, HP:0001671, HP:0006695",3,,
SURF1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
SVBP,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438, HP:0011623",6,,
SVIL,"HP:0001627, HP:0001711, HP:0001713",3,0.009861402,
SYNE1,"HP:0001627, HP:0001671, HP:0001713, HP:0010438",4,,
SYNE2,HP:0001627,1,,
SYT1,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
SYT2,"HP:0001627, HP:0001711, HP:0001713, HP:0011103",4,,
TAB2,"HP:0001627, HP:0001629, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001660, HP:0001671, HP:0001686, HP:0001710, HP:0001711, HP:0001713, HP:0001771, HP:0006705, HP:0010438, HP:0011103, HP:0011545, HP:0011563",18,,
TACO1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.019523652,
TAF1A,HP:0001627,1,,
TAF2,"HP:0001627, HP:0001646, HP:0001647, HP:0001654",4,,0.000768633
TAFAZZIN,"HP:0001627, HP:0001706",2,,
TALDO1,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,0.013543501,
TANGO2,HP:0001627,1,,
TAOK1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
TAPT1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.042229903
TARS1,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
TASP1,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,0.010128077
TBC1D24,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",13,,
TBCK,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.026048721
TBL2,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001710, HP:0001713, HP:0001790, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
TBX1,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001641, HP:0001646, HP:0001654, HP:0001669, HP:0001671, HP:0001674, HP:0001702, HP:0001710, HP:0001713, HP:0001719, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011662, HP:0011665, HP:0011723, HP:0011994, HP:0045017",27,,
TBX2,"HP:0001627, HP:0001631, HP:0001671, HP:0001710, HP:0001719, HP:0005120, HP:0011545, HP:0011563, HP:0011723, HP:0011994",10,,
TBX20,"HP:0001627, HP:0001631, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001707, HP:0001713, HP:0001787, HP:0005120, HP:0006705, HP:0011994, HP:0025580",13,1.05748E-07,
TBX22,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
TBX3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
TBX4,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,,
TBX5,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001684, HP:0001713, HP:0001961, HP:0004383, HP:0005120, HP:0006695, HP:0010438, HP:0011994, HP:0045017",13,4.32874E-06,
TCAP,"HP:0001627, HP:0001711, HP:0001713",3,0.000644503,
TCIRG1,"HP:0001627, HP:0001629, HP:0001641, HP:0001654, HP:0001671, HP:0001713, HP:0010438",7,,
TCOF1,HP:0001627,1,,
TCTN1,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
TCTN2,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
TCTN3,"HP:0001627, HP:0001629, HP:0001651, HP:0001671, HP:0001696, HP:0001713, HP:0010438, HP:0011534",8,,
TDGF1,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,,
TERT,HP:0001627,1,,
TET3,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,0.022535331
TFAP2B,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
TFR2,HP:0001627,1,,
TGDS,"HP:0001627, HP:0001629, HP:0001631, HP:0001651, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
TGFB1,"HP:0001627, HP:0001707, HP:0001713",3,,
TGFB2,"HP:0001627, HP:0001646, HP:0001647, HP:0001654, HP:0001757, HP:0006705",6,,
TGFB3,"HP:0001627, HP:0001629, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",12,,
TGFBR1,"HP:0001627, HP:0001631, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001745, HP:0005120, HP:0006705, HP:0011994",10,,
TGFBR2,"HP:0001627, HP:0001631, HP:0001641, HP:0001646, HP:0001647, HP:0001654, HP:0001671, HP:0001713, HP:0001794, HP:0005120, HP:0005182, HP:0006705, HP:0011994, HP:0031566, HP:0100571",15,0.035893373,
TGIF1,"HP:0001627, HP:0001636, HP:0001710, HP:0011545, HP:0011563",5,,
THOC6,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011623, HP:0011682, HP:0011994",10,,
THPO,"HP:0001627, HP:0001671",2,,
TIMMDC1,HP:0001627,1,0.000335555,
TK2,HP:0001627,1,,
TKFC,HP:0001627,1,,
TKT,"HP:0001627, HP:0001629, HP:0001631, HP:0001655, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",9,,
TLL1,"HP:0001627, HP:0001631, HP:0001654, HP:0001671, HP:0001707, HP:0001711, HP:0001713, HP:0001782, HP:0005120, HP:0006705, HP:0011994, HP:0025579, HP:0025580",13,,
TLR4,HP:0001627,1,,
TMCO1,"HP:0001627, HP:0001631, HP:0001671, HP:0005120, HP:0011994",5,0.009656604,
TMEM107,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
TMEM126A,HP:0001627,1,8.65201E-05,
TMEM126B,HP:0001627,1,0.002648939,
TMEM216,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
TMEM218,"HP:0001627, HP:0001961, HP:0004383, HP:0045017",4,,
TMEM231,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
TMEM237,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
TMEM260,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001654, HP:0001671, HP:0001702, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011667, HP:0011994",16,,
TMEM270,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001646, HP:0001647, HP:0001654, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0005120, HP:0006705, HP:0010438, HP:0011545, HP:0011563, HP:0011994",17,,
TMEM43,HP:0001627,1,0.005535394,
TMEM67,"HP:0001627, HP:0001651, HP:0001696, HP:0011534",4,,
TMEM70,"HP:0001627, HP:0001641, HP:0001646, HP:0001654",4,0.038806537,
TMEM94,"HP:0001627, HP:0001629, HP:0001631, HP:0001636, HP:0001655, HP:0001671, HP:0001710, HP:0001713, HP:0001719, HP:0005120, HP:0010438, HP:0011545, HP:0011563, HP:0011723, HP:0011994",15,,
TMPO,HP:0001627,1,,
TMTC3,"HP:0001627, HP:0001654",2,,
TNFRSF11A,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,,
TNFRSF1A,HP:0001627,1,,
TNFSF11,"HP:0001627, HP:0001641, HP:0001654",3,,
TNNC1,"HP:0001627, HP:0001713",2,5.21347E-10,
TNNI3,"HP:0001627, HP:0001711, HP:0001713, HP:0005120, HP:0025579, HP:0025580",6,5.974E-09,
TNNI3K,HP:0001627,1,7.18564E-05,
TNNT2,"HP:0001627, HP:0001711, HP:0001713, HP:0005120, HP:0025579, HP:0025580, HP:0030681, HP:0031192",8,1.34228E-09,
TNXB,"HP:0001627, HP:0001646, HP:0001654, HP:0001707, HP:0001748, HP:0006705, HP:0031655",7,,
TOP3A,HP:0001627,1,,
TOPORS,HP:0001627,1,0.001280942,
TP63,"HP:0001627, HP:0001629, HP:0001651, HP:0001671, HP:0001696, HP:0001713, HP:0010438, HP:0011534",8,,
TPI1,HP:0001627,1,7.50202E-06,
TPK1,"HP:0001627, HP:0001711, HP:0001713",3,,
TPM1,HP:0001627,1,1.38897E-05,
TPM2,"HP:0001627, HP:0001654, HP:0001707, HP:0001713, HP:0001809, HP:0006705",6,0.003194554,
TPM3,"HP:0001627, HP:0001654, HP:0001707, HP:0001713, HP:0001722, HP:0006705",6,,
TRAF3IP2,HP:0001627,1,,
TRAF7,"HP:0001627, HP:0001710, HP:0001719, HP:0001961, HP:0004383, HP:0011545, HP:0011563, HP:0011723, HP:0045017",9,0.00169748,
TRAIP,"HP:0001627, HP:0001629, HP:0001631, HP:0001671, HP:0001713, HP:0005120, HP:0010438, HP:0011994",8,,
TRAPPC11,"HP:0001627, HP:0001707, HP:0001713",3,,
TRDN,HP:0001627,1,6.66743E-06,
TREX1,HP:0001627,1,,
TRIM37,HP:0001627,1,,
TRIM8,"HP:0001627, HP:0001629, HP:0001671, HP:0001713, HP:0010438",5,0.008781317,
TRIO,"HP:0001627, HP:0001671, HP:0001674, HP:0006695",4,,
TRIP13,"HP:0001627, HP:0001631, HP:0001671, HP:0001711, HP:0001713, HP:0005120, HP:0011103, HP:0011994",8,,
TRIP4,"HP:0001627, HP:0001631, HP:0001655, HP:0001671, HP:0001684, HP:0005120, HP:0011994",7,,
TRMT10C,"HP:0001627, HP:0001711, HP:0001713",3,,
TRNC,"HP:0001627, HP:0001711, HP:0001713",3,,
TRNE,HP:0001627,1,,
TRNF,"HP:0001627, HP:0001711, HP:0001713",3,,
TRNH,HP:0001627,1,,
TRNK,"HP:0001627, HP:0001711, HP:0001713",3,,
TRNL1,"HP:0001627, HP:0001711, HP:0001713",3,,
